,id,text,date,user,retweets,sentiment,tweet_id,relevant
265,360,Unusual bullish flow for this week expiration: $AMD $AAPL $DIS $HD $QCOM $M $T $ROKU $FB $BABA $MSFT $NVDA $TSLA,2019-11-26 18:25:32.000000,Options Pastor,2,0.2,1199408865185607680,0
267,362,"NEW: The Greatest Stock Trading Tool Nobody Uses

Today I will talk about this tool and how to use it. For many of you, this tool is free

https://t.co/ZjNN2sgXZP

$AAPL $FB $TWTR $PAYC $SHOP $NVDA #stocks",2019-11-26 18:23:31.000000,Doug Rumer,0,0.509090909090909,1199408357670473728,0
268,363,"Sprint $S Smartphone, Tablet &amp; Smartwatch Black Friday 2019 Deals: Galaxy, Pixel, iPhone, iPad, #Apple $AAPL Watch &amp; More Deals Reviewed by Saver Trends https://t.co/pJf2idtOG3 #stocktwits #stockmarketnews",2019-11-26 18:23:09.000000,Stock Market News,0,0.16666666666666669,1199408266981232640,0
272,367,@petenajarian $ZNGA Presents on Dec. 4th. This company is a prime take-over target for a company like $AAPL,2019-11-26 18:17:37.000000,The Critic!,0,0.0,1199406874610806790,0
273,368,$spy $gspc $aapl $nflx $goog $tsla Gold closes higher even as risk-on tone grips U.S. stocks  https://t.co/G2ajumvche,2019-11-26 18:15:48.000000,FaisamTrader,0,0.25,1199406416890646530,0
274,369,NYSE seeks to let direct listings raise capital in IPO alternative $AMZN $AAPL $MSFT $ICE $SPOT https://t.co/QKOzJH8Ggs,2019-11-26 18:13:46.000000,newsfilter.io,0,0.1,1199405905030238208,0
277,372,I have my biggest client in my office! Stock markets at a all time high....... $spy $dis $cmg $amzn $msft $aapl #TuesdayMotivation https://t.co/DVCYMHdJt2,2019-11-26 18:08:39.000000,Brandon,0,0.16,1199404616330469377,0
280,374,"The Dow:
#ArkNet,( #OTC: $TTCM) The new social media site.

 #iPhone $ZOM $MGM $HAL $WKHS $ERIC $NOK $NIO $ZNGA $BAC $FIT $ODP $CCL $SSI $FB $SNAP $TWTR $PINS $DIS $AAPL $T $VZ $TSLA $BA $GOOG $AEO $AMZN $ANF $COLM $CROX $DDS $DKS $DLA $FOSL $M #TuesdayMotivation #tuesdayvibes https://t.co/JK9068Jqie",2019-11-26 18:05:08.000000,M.J,2,0.1898989898989899,1199403734272479232,0
282,376,"RT @ripster47: $AAPL
Has been in a channel for 2  Months. 
Below is 2 Month 4HR chart. Ride the momo as long as in Channel I see targets to…",2019-11-26 18:03:09.000000,calimero,1,-0.05,1199403235913687040,0
287,381,Commission-free trading! Sign me up! Use my link to open an account in the next 24 hours and Webull will give you a #free stock! Make a deposit and receive an additional stock. $acb $cgc $apha $aapl $tsla https://t.co/a3tZNZOfWn,2019-11-26 17:54:43.000000,CORTEXifan,0,0.16666666666666666,1199401110945095681,0
289,383,RT @Sandro_power: $AAPL some great gains from buying into support on nov 22 on friday that I explained to my group to increase their positi…,2019-11-26 17:52:46.000000,Pako Ruben,35,0.8,1199400619452309504,0
290,384,"$AAPL's looking a skosh toppy

What could possssibly go wrong here? 😂

$220 looks like a good end of year target

https://t.co/oEUEsXLqPD
Day's Range: 0.31 - 0.36
Bid: 0.33
Ask: 0.34
Open: 0.36
Prev Close: 0.36
Volume: 40
Open Interest: 305
Expiration Date: 12/27/19

#FGSAAPL https://t.co/RKxxsEsVuG",2019-11-26 17:51:00.000000,Tom Henderson 🇺🇸,0,0.04999999999999999,1199400176043151361,0
291,385,$AAPL no major drops here- so #BTFD is on watch for sure,2019-11-26 17:50:55.000000,iluvstocks,0,0.234375,1199400156992593921,0
292,386,"#ShortStrangles on #Stocks - 11/25-11/29

$AAPL 260P/270C, $FB 195P/205C, $TSLA 330P/350C, $NFLX 305P/320C (put on at NFLX 314).

RESULTS: TSLA stopped out at breakeven.

#Options #OptionsTrading #Investing #StockHedging #StockOptions

https://t.co/vweijUWFAG… https://t.co/9XBlhb1qDB",2019-11-26 17:49:45.000000,The God of Trading,0,0.0,1199399861780541440,0
294,388,$spy $gspc $aapl $nflx $goog $tsla S&amp;P Global revises outlook on Macy's BBB-minus rating to negative after disappointing earnings  https://t.co/pe8nKvwDJG,2019-11-26 17:47:18.000000,FaisamTrader,0,-0.3,1199399246992162819,0
296,390,"RT @MrDavidUnicorn: Every YouTuber in the world is talking about the $tsla Cyber Truck. 200k pre orders is one thing, but if you think all…",2019-11-26 19:43:33.000000,Gora,4,0.0,1199428501083959298,0
299,393,"RT @MrDavidUnicorn: Every YouTuber in the world is talking about the $tsla Cyber Truck. 200k pre orders is one thing, but if you think all…",2019-11-26 19:42:42.000000,Tilman Winkler,4,0.0,1199428286734098432,0
303,397,RT @Drugdoctor2014: $RBNW.0134 has merged with Lust for Life Shoes!  When filings hit - drop the 0 = .134! $AMZN $TSLA $WMT $TGT $NVDA $SPY…,2019-11-26 19:41:27.000000,Andrew,1,0.0,1199427973771862022,0
309,403,"RT @squawksquare: $TSLA in its best position in years with costs containment, quality, affordability, profitability, cash, production footp…",2019-11-26 19:40:22.000000,rocobasilisk,1,1.0,1199427698608623616,0
318,413,Not with a whisper....but with a smash. @ElonMusk put on quite the show. Here’s what @Tesla $TSLA Investors need to know:  https://t.co/WSiLlZ61Ec,2019-11-26 19:38:04.000000,TheStreet,0,0.0,1199427122324004865,0
326,421,RT @TradeWithNinja: $TSLA for you long and shorts https://t.co/2qOF4OlLMr,2019-11-26 19:36:52.000000,Santiago Stamati,2,-0.05,1199426818543144961,0
328,423,"$TSLA still believe this is profit taking more than anything else, no reason to hold the remainder of the year https://t.co/chbOktfboj",2019-11-26 19:36:38.000000,Tradechief,0,0.5,1199426760506564608,0
332,427,@KeithMcCullough @Hedgeye Lots of puts purchased in $TSLA this afternoon. Looking forward to seeing this,2019-11-26 19:36:14.000000,Will Meade,0,0.0,1199426659394473987,0
340,435,$ROKU This stock is going to be worse than $TSLA that's why I love this type of trade lol a lot of innocent buyers:),2019-11-26 19:33:43.000000,Jorge Carbonell Ofarrill,0,0.38,1199426025769381896,0
344,439,$TSLA watch what this does when Cramer and his group start to buy! You friggin puts and shorts will be toast. I sold my puts already will by more but will wait for a lot higher than this. I think Cramer and his Gang are going ... https://t.co/93n8dADszN,2019-11-26 19:31:49.000000,K Analytics(Shea Kirschner),0,0.375,1199425549745246209,0
345,440,RT @jtraderco: $TSLA biggest profit of the day. Only 1 thing to say #options https://t.co/NRNZzlE2yr,2019-11-26 19:31:23.000000,mama bear,1,0.0,1199425437375647749,0
347,443,"@DonutShorts Poor Elon,

After he was a total laughingstock for his reveal fail, his weekend pumps have now led to material underperformance in $TSLA shares.

Now, he has to prepare to be on witness stand next week over a holiday. The gall of Unsworth to accept his offer to sue him.",2019-11-26 19:29:57.000000,luis carruthers,0,-0.225,1199425076854185986,0
348,444,In some turkey day lottos 210puts at .11 $TSLA 🙃 https://t.co/1hJ3sQcRrF,2019-11-26 19:28:29.000000,HadjPadj,0,0.0,1199424709647118337,0
356,452,$TSLA stock price cracking like a cybertruck window,2019-11-26 19:27:19.000000,StockMiner@UpNorth,0,0.0,1199424415135485952,0
363,459,The strange phenomenon with $tsla is that the lower the stock price goes the more inclined people will be to short it.,2019-11-26 19:26:12.000000,Chris,0,0.15,1199424134188371969,0
364,460,$spy $gspc $aapl $nflx $goog $tsla ZEW investor sentiment poll reaches 21-month high in December  https://t.co/W2Nj9DN8Nj,2019-12-10 09:31:58.000000,FaisamTrader,0,0.16,1204348020843790336,0
366,462,"$AAPL #patent 10,503,245 Relative intertial measurement system #tech #IP #research https://t.co/N7dPiRgHeJ https://t.co/OLIPUtXYfD",2019-12-10 09:26:03.000000,TREA,0,0.0,1204346531815608320,0
368,464,"RT @GuyGentile: $SHOP $AAPL two great calls LIVE in the room. Nailed 2 out of 2, looking forward to tomorrow! #DAYTRADERPRO",2019-12-10 09:19:14.000000,Digital Marketers,2,0.4852272727272727,1204344814780633088,0
369,465,RT @GuyGentile: $AAPL my members enjoyed a great $AAPL short call this morning at $270 and Cover at $265.20 #DAYTRADERPRO,2019-12-10 09:19:07.000000,Digital Marketers,4,0.43333333333333335,1204344787114921984,0
371,467,"RT @cseh_andreas: Price hikes kept Apple’s $AAPL growth alive… and for this reason, its revenues have gone on marching higher since 2011. W…",2019-12-10 09:01:34.000000,Caesar Flickerman,1,0.25,1204340371645333504,0
376,472,Stocks Drop Looking For Gaps To Fill May Have Further To Fall $ACAD $AAPL $TSLA $SPY $AMD $FB https://t.co/6IfXTsbA4E,2019-12-10 08:44:16.000000,TalkMarkets,0,0.0,1204336018364796933,0
378,474,"$AAPL #patent 10,503,258 Input mechanism with force and rotation inputs and haptic feedback #tech #IP #research https://t.co/VeZu0fSTwp https://t.co/OGzhfTg5cY",2019-12-10 08:41:03.000000,TREA,0,0.0,1204335207387738112,0
379,475,"Price hikes kept Apple’s $AAPL growth alive… and for this reason, its revenues have gone on marching higher since 2011. Without the iPhone, Apple would be a mediocre computer company like Dell at best. https://t.co/7uFG7AGwFP @chigrl https://t.co/TI3gAp3IyH",2019-12-10 08:38:33.000000,Andreas Cseh,1,0.25,1204334577717657601,0
380,476,Steeper price drops issued on 2019 15-inch MacBook Pros for the holidays https://t.co/OYPheUC8nv $AAPL https://t.co/9Irow7HpKn,2019-12-10 08:38:33.000000,MacHash,0,0.0,1204334576480346117,0
386,482,"Apple dominates worldwide wearables market thanks to booming Apple Watch, AirPods demand https://t.co/o4G7CWQh6p $AAPL https://t.co/NM0BXqGCWm",2019-12-10 08:03:33.000000,MacHash,0,0.2,1204325769708597248,0
387,483,RT stock_family: $ACHV great way to start a Monday 86% lol https://t.co/tAMOEUgHln -- https://t.co/YWb0YTEzG0 #options #Robinhood #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #webull $aapl $spy $amd $spx,2019-12-10 07:41:15.000000,Towelie,0,0.8,1204320157839101954,0
388,484,RT stock_family: $TTNP imho boom time soon 👀 https://t.co/IbrGeEp1on -- https://t.co/YWb0YTEzG0 #options #Robinhood #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #webull $aapl $spy $amd $spx,2019-12-10 07:41:15.000000,Towelie,0,0.0,1204320156513656832,0
389,485,"RT stock_family: $NVIV 

Mmmmm hmmmmmm 👀 https://t.co/JYIssoOIgc -- https://t.co/YWb0YTEzG0 #options #Robinhood #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #webull $aapl $spy $amd $spx",2019-12-10 07:41:13.000000,Towelie,0,0.0,1204320151363051520,0
390,486,"RT stock_family: $TTNP 

10% plus like crazy how many plays is this in the last week 10 👀 https://t.co/Zm2v0YmjHj -- https://t.co/YWb0YTEzG0 #options #Robinhood #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #webull $aapl $spy $amd $spx",2019-12-10 07:41:12.000000,Towelie,0,-0.033333333333333326,1204320145746862080,0
391,487,RT stock_family: #GUUUUUH https://t.co/q9pCpDciwE -- https://t.co/YWb0YTEzG0 #options #Robinhood #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #webull $aapl $spy $amd $spx,2019-12-10 07:41:11.000000,Towelie,0,0.0,1204320139182792704,0
393,489,"RT stock_family: $ADXS 

Dam 👀😎 https://t.co/eMacg8WLAB -- https://t.co/YWb0YTEzG0 #options #Robinhood #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #webull $aapl $spy $amd $spx",2019-12-10 07:41:09.000000,Towelie,0,0.0,1204320134111866880,0
398,494,"Oct/21 was the 3rd climbing session in a row for $AAPL, gaining 2.61%. https://t.co/WkJ7KQcUDy",2019-12-10 06:15:51.000000,Stocks2.com,0,0.0,1204298665139027968,0
399,495,"Counting Tuesday, it's been 5 green days in a row for $AAPL, soaring $7.23 or 3.83%. https://t.co/WkJ7KQcUDy",2019-12-10 06:15:50.000000,Stocks2.com,0,-0.2,1204298664195379201,0
400,496,$AAPL made new all-time highs at $240.99 https://t.co/WkJ7KQcUDy,2019-12-10 06:15:50.000000,Stocks2.com,0,0.13636363636363635,1204298663289348096,0
405,501,$AAPL video looking at the #Elliottwave path https://t.co/1BwXKT3ysu #trading,2019-12-10 05:03:48.000000,Elliottwave Analysis,0,0.0,1204280535838801920,0
408,504,"$XOP bulls already taking profits in VIP room 🤑

$USO $CVX $XOM $CHK $SPY $SPX $GOOGL $AAPL $FB https://t.co/dnz5tMTRgE",2019-12-10 04:50:08.000000,Classic Options,0,0.0,1204277094391283712,0
410,506,"$FB $AMZN $JPM $AAPL:

A blockchain firm advised by Nobel laureate Myron Scholes just launched a rival to Facebook�…:

https://t.co/o1O0VqI55V",2019-12-10 04:36:08.000000,ProTradersNews,0,-0.2,1204273571092148224,0
411,507,"Weekly Dividend Income: The Complete Portfolio  https://t.co/p43MJ4gTGO

$WMT (1.77%)

$KMB (3.01%)

$MO (6.67%)

$WPC (5.06%)

$CSCO (3.19%)

$T (5.34%)

$BX (3.56%)

$AAPL (1.14%)

$CAT (2.89%)

$SPG (5.60%)

$PFE (3.76%)

$JNJ (2.71%)

$BBY (2.44%)

$LMT (2.48%) 

$AVY (1.78%)",2019-12-10 04:28:23.000000,All about personal finance,0,0.1,1204271621747462144,0
412,508,"RT @ripster47: Daily Wrap

Traded/Alerted
$SPY 316/315c -15%
$TSLA 350c +16% (Went 100%)
$NVDA 210p +10%
$PTON 35c +10% (went 50%) - Bad tr…",2019-12-10 04:26:58.000000,Kemal yıldız,1,-0.3499999999999999,1204271267035127809,0
414,510,The Snowball: Warren Buffett and the Business of Life: https://t.co/pEGdgBpTkw #stocks #investing #trading $KO $WMT $BRK-A $SPY $AAPL $PG,2019-12-10 04:18:56.000000,Investing Books,0,0.0,1204269241375039488,0
416,610,"Colossal Dual-Motor &amp; Tri-Motor Tesla Cybertruck Variants Coming 1 Year Sooner $tsla
https://t.co/bIuZY7ydZV",2019-12-10 08:34:31.000000,ali8888,0,0.3,1204333562134183936,0
418,513,"@murder4kickz Has run up an enormous amount. Historically, it has been a good time for $aapl puts when everyone is in love with it and thinks it will never go down again. Seems like we are getting to that point, may already be there. January could be rough for some of the big winners of 2019",2019-12-10 04:14:06.000000,TheFlamingoTraders,0,0.1349206349206349,1204268028067745792,0
420,515,@JamesDowningJr $AAPL Has had four stock splits. 1 share at IPO is 560 shares today. You do the math - about $150k a share.,2019-12-10 03:59:49.000000,Michael Nemcik,0,0.0,1204264433561636864,0
422,517,RT @MyChartCoachcom: $SPY $AAPL = Buy The F@cking Dip or add to short position?......does $VXX break  resistance? https://t.co/W6anhCPsBO,2019-12-10 03:55:59.000000,Bad News Stock Trade,1,0.0,1204263466514731008,0
423,518,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: https://t.co/J49pnAIVpp It's FREE! No Credit Card Required! $AMZN $GOOGL $NFLX $FB $AAPL,2019-12-10 03:55:02.000000,OptionAlarm,0,0.4375,1204263228114685952,0
425,520,"RT @optionstradin17: Buying $NTR calls tomorrow morning. Stay tuned!

$spy $spx $aapl $amzn $mu $amd $baba $fb $Nflx $googl $bac $jpm $wmt…",2019-12-10 03:48:36.000000,The General - Veni Vidi Vici,1,0.0,1204261608500813824,0
427,522,"Buying $NTR calls tomorrow morning. Stay tuned!

$spy $spx $aapl $amzn $mu $amd $baba $fb $Nflx $googl $bac $jpm $wmt $hd $cost $dal $t",2019-12-10 03:42:09.000000,options_trading,1,0.0,1204259985322065920,0
430,525,"Mon (12/9/19) Weeklys highest ORB, Up/Avg Gain of today's thirteen 30-min bars, G/L % in final 30-Min (Stock &gt; $10 &amp; Vol &gt; 1M, Opt Price $1.01-$2.50 &amp; Vol in any strike &gt; 2000): $UVXY $VXX $AAPL $MU $QQQ $DIS https://t.co/11AAneyY8x",2019-12-10 03:36:04.000000,Tuan Pham,0,0.0,1204258453746642944,0
433,528,"With past performance like this, how can you not sign up for a Free 7-day trial to https://t.co/DyMeb6XmBg? Winning Option Swing Trades Since 2006  $AMZN $GOOGL $NFLX $FB $AAPL",2019-12-10 03:25:03.000000,OptionAlarm,0,0.21666666666666667,1204255681379028992,0
435,530,"@gboddicker @vascular08 @berman_allen Do business there? When you can buy $AAPL and $MSFT?
How big is Warren Buffett's position in Vietnamese equites?
Toxic waste which you cannot short. 
Mahoney's Law: ""If you can't short it, you can't buy it.""",2019-12-10 03:19:07.000000,IrvingFisher,0,-0.05,1204254188089331712,0
436,531,Building Winning Algorithmic Trading Systems by Kevin Davey: https://t.co/HUE3O9mOJ6 #algotrading #trading $SPY $VIX $AAPL $MCD,2019-12-10 03:18:56.000000,Investing Books,0,0.5,1204254143327735809,0
440,535,$AAPL now it’s broken out of multiple long term channels before this is just the one it’s in now . Have a few small positions betting against for now https://t.co/ygyDeAfebu,2019-12-10 03:04:39.000000,Aromaninterest,0,-0.18,1204250547743862784,0
441,536,@twojayess @TrendSpider Yes but i think this “broadening formation” is due to the impending tariffs (which $aapl could get hit hard) and the results of that will determine the resolution,2019-12-10 03:04:11.000000,Trad3M,0,-0.20833333333333331,1204250431905513472,0
442,537,"$AAPL getting interesting here. Would like to see a peek above 276.49 which would then give a good short entry, I believe.  Would this be THE top for $AAPL?  I'm good, but I'm not that good. 🤷‍♂️👌🤑",2019-12-10 03:03:33.000000,Drew,0,0.4428571428571428,1204250271339204609,0
443,538,RT @TrendSpider: $AAPL #AAPL Quite the broadening formation https://t.co/SY8xY1ch9u,2019-12-10 03:01:27.000000,The Bootigeig IgiegLord,3,0.0,1204249742416498688,0
445,540,RT @TrendSpider: $AAPL #AAPL Quite the broadening formation https://t.co/SY8xY1ch9u,2019-12-10 02:50:30.000000,Federico Käufer Barbé,3,0.0,1204246986733604865,0
448,542,"@SuperMugatu Totally!  Throughout 2016, I kept asking for earbuds that cost $159, constantly need to be charged, are easily lost, and look absurd when I wear them... $AAPL just had to listen.",2019-12-10 02:31:09.000000,ConsensusContrarian,0,-0.016666666666666663,1204242118509813760,0
452,546,$SNE Sony very undervalued under $100 $DIS $NFLX $GOOG $JPM $MS $GS $AAPL $SSNLF $AMAT $NVDA Sony makes an estimated 50%+ of all imaging sensors and 70%+ of all smartphone camera sensors https://t.co/MoW9A8Lj92 Specialty IP Cameras mkt size rising demand https://t.co/n7f12KTJIg https://t.co/KlMPdLIi6W,2019-12-10 02:26:28.000000,Investidea,0,0.2,1204240941290266624,0
453,547,RT @TrendSpider: $AAPL #AAPL Quite the broadening formation https://t.co/SY8xY1ch9u,2019-12-10 02:25:42.000000,ابو عبيد العسيري,3,0.0,1204240749224759296,0
455,549,It’s estimated that almost 70% of $tsla truck reservations made only to hold spot for potential flip for profit to those wanting first position in production roll out.,2019-12-10 09:36:13.000000,facebookipoflop,0,0.08333333333333333,1204349090160685056,0
459,553,$tsla downgraded.,2019-12-10 09:33:54.000000,facebookipoflop,0,0.0,1204348505973760000,0
460,554,RT @cseh_andreas: Perfect for Tesla $TSLA &amp; #EV Friends and now imagine US electricity prices without having built new nuclear plants for a…,2019-12-10 09:33:41.000000,Caesar Flickerman,1,0.5681818181818181,1204348454484316160,0
462,556,Chris Paine Talks About Which Companies Will Rise &amp; Which Will Fall As EV Revolution Moves Forward $tsla https://t.co/oxMvfW19A8,2019-12-10 09:33:05.000000,jhon jobi,0,0.0,1204348302977687558,0
463,557,"Colossal Dual-Motor &amp; Tri-Motor Tesla Cybertruck Variants Coming 1 Year Sooner $tsla
https://t.co/CyQUAHElDy",2019-12-10 09:32:30.000000,jhon jobi,0,0.3,1204348156453904384,0
464,558,Perfect for Tesla $TSLA &amp; #EV Friends and now imagine US electricity prices without having built new nuclear plants for almost a half century. @tracyalloway https://t.co/OfEzg6lkzN,2019-12-10 09:32:25.000000,Andreas Cseh,1,0.3232323232323232,1204348133171326976,0
470,564,"RT @Guruleaks1: Who's driving @ElonMusk or the Auto-Pilot?

$TSLA https://t.co/xvmyHPG8Ol",2019-12-10 09:22:12.000000,Angad,325,0.0,1204345562025168896,0
471,565,"RT @Guruleaks1: Who's driving @ElonMusk or the Auto-Pilot?

$TSLA https://t.co/xvmyHPG8Ol",2019-12-10 09:22:10.000000,CivicCarton,325,0.0,1204345553183789056,0
474,568,"Colossal Dual-Motor &amp; Tri-Motor Tesla Cybertruck Variants Coming 1 Year Sooner $tsla
https://t.co/t5S9NBDir8",2019-12-10 09:17:58.000000,SoraSeijuro,0,0.3,1204344499046010880,0
484,578,This could be symbolic orb the China 🇨🇳 car market for Tesla! The lake(China factory) is open come on jump in the water 💦 is warm! Lol 😂 $tsla $tslaq https://t.co/7rLJ4P8xhA,2019-12-10 09:11:04.000000,Commentator,0,0.5166666666666667,1204342759458574336,0
486,580,Better close down the China plant or let the Chinese have it to cut losses. Wouldn’t it be amusing if the thing the bulls pumped for a year and a half be the thing that puts the final stake in Tesla? lol 😂 $tsla $tslaq https://t.co/6S8M3KG5nO,2019-12-10 09:08:32.000000,Commentator,0,0.22539682539682546,1204342125380481024,0
488,582,RT @ModelYendofICE: @28delayslater @getjeda @elonmusk So once Again Earl your rendering of the $tsla Cybertruck was exactly spot one even t…,2019-12-10 09:05:18.000000,Jeda Products,1,0.25,1204341309630287872,0
489,583,"RT @NickyTaleb: Good morning everyone.

$TSLA is a zero and Elon Musk is a pedo.

And by that I mean that Tesla shares are worth nothing an…",2019-12-10 09:04:39.000000,Freshfuel,1,0.22916666666666666,1204341147491094529,0
491,585,RT @vincent13031925: UBS has suspended its bearish rating on $TSLA shares as rumors of SEC investigation continue to spread. A deep dive in…,2019-12-10 09:01:43.000000,👻 Lars Hansen,73,-0.05,1204340406785327104,0
497,591,RT @vincent13031925: UBS has suspended its bearish rating on $TSLA shares as rumors of SEC investigation continue to spread. A deep dive in…,2019-12-10 08:58:59.000000,Patrick Riva 🌸🚗🔋🔌🏡☀️,73,-0.05,1204339718390988800,0
501,595,The Art of Short Selling by Kathryn Staley: https://t.co/8XDlfibFrl $BBRY $TSLA $AMZN $NDLS $TWOU $FB,2019-12-10 08:48:56.000000,Investing Books,0,0.0,1204337190530093058,0
502,596,"RT @PBRStreetGang7: Production is at a record high at Fremont Factory.
$TSLA",2019-12-10 08:48:55.000000,TeslaEVangelist 👻 #freeteslatruth,4,0.16,1204337186386038784,0
508,602,"RT @Guruleaks1: Who's driving @ElonMusk or the Auto-Pilot?

$TSLA https://t.co/xvmyHPG8Ol",2019-12-10 08:45:27.000000,Katia Tarasova,325,0.0,1204336315875176448,0
509,603,"Good morning everyone.

$TSLA is a zero and Elon Musk is a pedo.

And by that I mean that Tesla shares are worth nothing and the stock should be delisted; and that Elon Musk is a child rapist.

Have a good day.",2019-12-10 08:44:39.000000,Nicky Taleb,1,0.346875,1204336111050514432,0
511,605,"A Tesla on Autopilot rear-ended a parked police car, renewing safety concerns:

- $TSLA falls (0.60%) after hours 

#ElonMusk #Auto #Safety  https://t.co/wF4RMZt01u",2019-12-10 08:44:01.000000,Jeff Schwartz,0,0.0,1204335952811790337,0
518,614,"RT @Guruleaks1: Who's driving @ElonMusk or the Auto-Pilot?

$TSLA https://t.co/xvmyHPG8Ol",2019-12-10 08:30:39.000000,Jean_B,325,0.0,1204332590037176320,0
523,619,At this point a market pullback is reasonable! $GOOGL $MSFT $AAPL either rallied on lower volume or pulled back on higher volume. Add the extremely low put/call ratio and failed PPs. Nothing is for certain but the odds are high for a christmas correction in my opinion.,2019-12-18 08:34:03.000000,A Trader of Stocks,0,1.0,1207232546809008134,0
524,620,"RT @Tesmanian_com: Tesla Shanghai Gigafactory 3's Battery &amp; Powertrain Factory Shell is Nearing Completion

$TSLA #Tesla #China

https://t.…",2019-12-18 09:11:03.000000,PK24,3,1.0,1207241860005138432,0
526,622,Would like to do stock-to-flow analysis on $tsla model 3 production @100trillionUSD,2019-12-18 09:08:35.000000,☣️ Midas Mulligan ☣️,0,1.0,1207241240191873024,0
